index,id,title,year,age,imdb,rotten_tomatoes,netflix,hulu,prime_video,directors,genres,language,runtime
7053,7054,Black Moon Rising,1986,18+,5.5,38,FALSE,FALSE,TRUE,Harley Cokeliss,Action,English,100
16245,16246,Black Panther,2018,13+,7.3,97,FALSE,FALSE,FALSE,Ryan Coogler,Action,"English,Swahili,Nama,Xhosa,Korean",134
4114,4115,Black Rock,2012,18+,4.7,52,FALSE,TRUE,FALSE,Katie Aselton,Horror,English,83
343,344,Black Snake Moan,2006,18+,6.9,66,TRUE,FALSE,TRUE,Craig Brewer,Drama,English,116
16382,16383,Blackbeard's Ghost,1968,all,6.9,82,FALSE,FALSE,FALSE,Robert Stevenson,Comedy,English,106
67,68,Blackfish,2013,13+,8.1,98,TRUE,TRUE,FALSE,Gabriela Cowperthwaite,Documentary,"English,Spanish",83
7529,7530,Blame,2011,18+,5.6,58,FALSE,FALSE,TRUE,Quinn Shephard,Drama,English,100
16561,16562,Blank Check,1994,7+,5.3,9,FALSE,FALSE,FALSE,Rupert Wainwright,Comedy,English,93
3583,3584,Blazing Saddles,1974,18+,7.7,89,FALSE,TRUE,FALSE,Mel Brooks,Comedy,"English,Yiddish,German",93
367,368,Bleed for This,2016,18+,6.8,69,TRUE,FALSE,FALSE,Ben Younger,Biography,"English,French",117
6261,6262,Bliss,1997,18+,6,46,FALSE,FALSE,TRUE,Drew Barrymore,Drama,English,111
4888,4889,Blood Brother,2013,7+,8.3,73,FALSE,FALSE,TRUE,Tom Holland,Horror,English,87
8942,8943,Blood Hunters,2016,18+,4.2,40,FALSE,FALSE,TRUE,Vincent Soberano,Action,English,70
2030,2031,Blood Money,2017,18+,4.4,50,TRUE,FALSE,TRUE,Lucky McKee,Crime,English,100
397,398,Bloodsport,1988,18+,6.8,40,TRUE,FALSE,FALSE,Newt Arnold,Action,English,92
4663,4664,Blow the Man Down,2019,18+,6.4,99,FALSE,FALSE,TRUE,"Bridget Savage Cole,Danielle Krudy",Comedy,English,91
5735,5736,Blue Chips,1994,13+,6.2,37,FALSE,FALSE,TRUE,William Friedkin,Drama,English,108
5865,5866,Blue Hawaii,1961,7+,6.1,29,FALSE,FALSE,TRUE,Norman Taurog,Comedy,"English,Hawaiian,French",102
114,115,Blue Valentine,2010,18+,7.4,87,TRUE,FALSE,FALSE,Derek Cianfrance,Drama,English,112
5666,5667,Body Bags,1993,18+,6.1,67,FALSE,FALSE,TRUE,"John Carpenter,Tobe Hooper,Larry Sulkis",Comedy,English,91
4109,4110,Body at Brighton Rock,2019,18+,5.3,66,FALSE,TRUE,FALSE,Roxanne Benjamin,Horror,English,87
4054,4055,Bolden,2019,18+,5.6,70,FALSE,TRUE,TRUE,Dan Pritzker,Drama,English,108
122,123,Bolt,2008,7+,6.8,89,TRUE,FALSE,FALSE,"Byron Howard,Chris Williams",Animation,English,96
329,330,Bombshell: The Hedy Lamarr Story,2018,13+,7.4,96,TRUE,FALSE,FALSE,Alexandra Dean,Documentary,"English,German",88
5959,5960,Bone,1972,18+,6.8,67,FALSE,FALSE,TRUE,Larry Cohen,Comedy,English,95
4904,4905,Bones Brigade: An Autobiography,2012,18+,8.1,77,FALSE,FALSE,TRUE,Stacy Peralta,Documentary,English,90
5170,5171,Book Club,2018,13+,6.1,55,FALSE,FALSE,TRUE,Bill Holderman,Comedy,"English,Hungarian",104
3591,3592,Booksmart,2019,18+,7.2,97,FALSE,TRUE,FALSE,Olivia Wilde,Comedy,"English,Mandarin,Spanish",102
9589,9590,Born to Win,1971,18+,5.5,29,FALSE,FALSE,TRUE,Ivan Passer,Comedy,English,88
5439,5440,Bottle Shock,2008,13+,6.8,48,FALSE,FALSE,TRUE,Randall Miller,Comedy,"English,French,German",110
5876,5877,Bottom of the 9th,2019,18+,5.5,69,FALSE,FALSE,TRUE,Raymond De Felitta,Drama,English,111
5734,5735,Boy Wonder,2010,18+,6.8,50,FALSE,FALSE,TRUE,Michael Morrissey,Action,English,93
7297,7298,Boynton Beach Club,2005,18+,6.4,60,FALSE,FALSE,TRUE,Susan Seidelman,Comedy,English,105
7154,7155,Boys of Abu Ghraib,2014,18+,5.4,30,FALSE,FALSE,TRUE,Luke Moran,Drama,English,102
5088,5089,Brad's Status,2017,18+,6.5,80,FALSE,FALSE,TRUE,Mike White,Comedy,English,102
5480,5481,Braid,2019,18+,5.3,87,FALSE,FALSE,TRUE,Mitzi Peirone,Horror,English,82
6351,6352,Brain Dead,1990,18+,6,17,FALSE,FALSE,TRUE,Adam Simon,Horror,English,85
4702,4703,Breakdown,1997,18+,6.9,80,FALSE,FALSE,TRUE,Jonathan Mostow,Crime,English,93
6378,6379,Breakin' 2: Electric Boogaloo,1984,7+,5.1,29,FALSE,FALSE,TRUE,Sam Firstenberg,Comedy,English,94
4170,4171,Breakup at a Wedding,2013,13+,5.1,67,FALSE,TRUE,TRUE,Victor Quinaz,Comedy,English,85
3765,3766,Brian Banks,2019,13+,7.1,61,FALSE,TRUE,FALSE,Tom Shadyac,Biography,English,99
5767,5768,Bride of Re-Animator,1990,18+,6.3,44,FALSE,FALSE,TRUE,Brian Yuzna,Comedy,English,96
344,345,Bright,2017,18+,6.3,28,TRUE,FALSE,FALSE,David Ayer,Action,"English,Spanish",117
704,705,Brooklyn's Finest,2009,18+,6.7,44,TRUE,FALSE,TRUE,Antoine Fuqua,Crime,English,132
16357,16358,Brother Bear,2003,all,6.8,37,FALSE,FALSE,FALSE,"Aaron Blaise,Robert Walker",Animation,"English,Inuktitut,Croatian,Serbian",85
16426,16427,Brother Bear 2,2006,7+,6.2,50,FALSE,FALSE,FALSE,Ben Gluck,Animation,English,74
577,578,Burlesque,2010,13+,6.4,36,TRUE,FALSE,FALSE,Steve Antin,Drama,English,119
4848,4849,Burn Notice: The Fall of Sam Axe,2011,7+,7.2,90,FALSE,FALSE,TRUE,Jeffrey Donovan,Action,"English,Spanish",120
855,856,Burning Sands,2017,18+,6.1,86,TRUE,FALSE,FALSE,Gerard McMurray,Drama,English,96
1359,1360,Bushwick,2017,18+,5.2,47,TRUE,FALSE,FALSE,"Jonathan Milott,Cary Murnion",Action,English,94
1271,1272,Bébé's Kids,1992,13+,5.8,30,TRUE,FALSE,FALSE,Bruce W. Smith,Animation,English,70
6542,6543,C.H.U.D.,1984,18+,5.6,29,FALSE,FALSE,TRUE,Douglas Cheek,Horror,English,88
3909,3910,C.S.A.: The Confederate States of America,2005,13+,6.4,80,FALSE,TRUE,FALSE,Kevin Willmott,Comedy,English,89
6536,6537,CBGB,2013,18+,6.6,7,FALSE,FALSE,TRUE,Randall Miller,Drama,English,102
459,460,Cadillac Records,2008,18+,7,67,TRUE,FALSE,FALSE,Darnell Martin,Biography,English,109
4819,4820,Café Society,2016,13+,6.6,71,FALSE,FALSE,TRUE,Woody Allen,Comedy,"English,Hebrew",96
6332,6333,Caged Heat,1974,18+,5.3,73,FALSE,FALSE,TRUE,Shane Black,Action,English,130
4870,4871,California Split,1974,18+,7.2,88,FALSE,FALSE,TRUE,Robert Altman,Comedy,English,108
426,427,Cam,2018,18+,5.9,93,TRUE,FALSE,FALSE,Daniel Goldhaber,Horror,English,94
16501,16502,Camp Nowhere,1994,7+,6.1,18,FALSE,FALSE,FALSE,Jonathan Prince,Adventure,English,96
16385,16386,Camp Rock,2008,all,5.2,45,FALSE,FALSE,FALSE,Matthew Diamond,Comedy,"English,Portuguese",94
16427,16428,Camp Rock 2: The Final Jam,2010,7+,5.2,63,FALSE,FALSE,FALSE,Paul Hoen,Comedy,English,97
549,550,Can't Hardly Wait,1998,13+,6.5,42,TRUE,FALSE,FALSE,"Harry Elfont,Deborah Kaplan",Comedy,English,100
832,833,Candy Jar,2018,13+,5.8,71,TRUE,FALSE,FALSE,Ben Shelton,Comedy,English,92
7987,7988,Cannes Man,1996,18+,5.2,50,FALSE,FALSE,TRUE,Richard Martini,Comedy,"English,French,Norwegian",88
4712,4713,Capitalism: A Love Story,2009,18+,7.4,75,FALSE,FALSE,TRUE,Michael Moore,Documentary,"English,Russian,Spanish",127
16227,16228,Captain America: Civil War,2016,13+,7.8,91,FALSE,FALSE,FALSE,"Anthony Russo,Joe Russo",Action,"English,German,Xhosa,Russian,Romanian,Hindi",147
4455,4456,Captain America: The First Avenger,2011,13+,6.9,80,FALSE,FALSE,TRUE,Joe Johnston,Action,"English,Norwegian,French",124
16231,16232,Captain America: The Winter Soldier,2014,13+,7.7,90,FALSE,FALSE,FALSE,"Anthony Russo,Joe Russo",Action,"English,French",136
3581,3582,Captain Fantastic,2016,18+,7.9,82,FALSE,TRUE,FALSE,Matt Ross,Comedy,"English,Esperanto",118
7148,7149,Captivated: The Trials of Pamela Smart,2014,16+,6.6,75,FALSE,FALSE,TRUE,Jeremiah Zagar,Documentary,English,98
4670,4671,Carnival of Souls,1962,7+,7.1,86,FALSE,FALSE,TRUE,Herk Harvey,Horror,English,78
9294,9295,Caroline?,1990,7+,7.3,67,FALSE,FALSE,TRUE,Joseph Sargent,Drama,English,100
7766,7767,Carpool,1996,7+,5,13,FALSE,FALSE,TRUE,Arthur Hiller,Comedy,English,89
1221,1222,Carrie,2002,18+,5.5,20,TRUE,FALSE,FALSE,Brian De Palma,Horror,English,98
543,544,Carriers,2009,13+,6,68,TRUE,FALSE,FALSE,"David Pastor,Àlex Pastor",Adventure,English,84
16258,16259,Cars,2006,all,7.1,75,FALSE,FALSE,FALSE,"John Lasseter,Joe Ranft",Animation,"English,Italian,Japanese,Yiddish",117
16362,16363,Cars 2,2011,all,6.1,39,FALSE,FALSE,FALSE,"John Lasseter,Bradford Lewis",Animation,"English,Japanese,Italian,French",106
16305,16306,Cars 3,2017,all,6.7,70,FALSE,FALSE,FALSE,Brian Fee,Animation,English,102
3661,3662,Cartel Land,2015,18+,7.4,90,FALSE,TRUE,TRUE,Matthew Heineman,Documentary,"English,Spanish",100
6244,6245,Casey's Shadow,1978,7+,6.1,78,FALSE,FALSE,TRUE,Martin Ritt,Drama,English,117
4929,4930,Casting By,2012,16+,7.6,94,FALSE,FALSE,TRUE,Tom Donahue,Documentary,English,89
265,266,Catfish,2010,13+,7.1,80,TRUE,FALSE,FALSE,"Henry Joost,Ariel Schulman",Documentary,English,87
6689,6690,Cavemen,2013,18+,5.3,14,FALSE,FALSE,TRUE,Herschel Faber,Comedy,English,88
600,601,Center Stage,2000,13+,6.7,42,TRUE,FALSE,FALSE,Nicholas Hytner,Drama,English,115
7780,7781,Chain Letter,2010,18+,4.1,33,FALSE,FALSE,TRUE,Deon Taylor,Horror,English,88
2515,2516,Change in the Air,2018,7+,5.4,11,TRUE,FALSE,FALSE,Dianne Dreyer,Drama,English,94
3976,3977,Changeland,2019,18+,5.7,63,FALSE,TRUE,FALSE,Seth Green,Comedy,"English,Thai",86
4814,4815,Changing Lanes,2002,18+,6.4,77,FALSE,FALSE,TRUE,Roger Michell,Drama,English,98
4471,4472,Charade,1963,13+,7.9,94,FALSE,FALSE,TRUE,Stanley Donen,Comedy,"Spanish,English,French,German,Italian",113
4769,4770,Charlie Bartlett,2007,18+,7,57,FALSE,FALSE,TRUE,Jon Poll,Comedy,English,97
7596,7597,Chasers,1994,18+,5.1,33,FALSE,FALSE,TRUE,Dennis Hopper,Action,English,102
124,125,Chasing Amy,1997,18+,7.2,87,TRUE,FALSE,FALSE,Kevin Smith,Comedy,English,113
6041,6042,Chastity Bites,2013,18+,4.6,100,FALSE,FALSE,TRUE,John V. Knowles,Comedy,English,93
8132,8133,Chattahoochee,1989,18+,6.4,14,FALSE,FALSE,TRUE,Mick Jackson,Biography,English,97
16412,16413,Cheaper by the Dozen,2003,7+,5.9,24,FALSE,FALSE,FALSE,Shawn Levy,Comedy,English,98
16537,16538,Cheetah,1989,all,6,50,FALSE,FALSE,FALSE,Jeff Blyth,Adventure,English,83
1386,1387,Chernobyl Diaries,2012,18+,5,19,TRUE,FALSE,FALSE,Bradley Parker,Horror,"English,Ukrainian,Russian",86
5404,5405,Chi-Raq,2015,18+,5.7,82,FALSE,FALSE,TRUE,Spike Lee,Comedy,English,127
724,725,Chicken Little,2005,all,5.7,37,TRUE,FALSE,FALSE,Mark Dindal,Animation,English,81
7288,7289,Child of God,2014,18+,5.5,42,FALSE,FALSE,TRUE,James Franco,Crime,English,104
6628,6629,Children Shouldn't Play with Dead Things,1973,7+,5.5,42,FALSE,FALSE,TRUE,Bob Clark,Comedy,English,87
3935,3936,Children of the Corn,1984,18+,5.7,35,FALSE,TRUE,TRUE,Fritz Kiersch,Horror,English,92
5297,5298,Choose Me,1984,18+,6.8,93,FALSE,FALSE,TRUE,Alan Rudolph,Comedy,English,106
5882,5883,Chopping Mall,1986,18+,5.6,56,FALSE,FALSE,TRUE,Jim Wynorski,Comedy,English,77
5206,5207,Chris & Don: A Love Story,2007,13+,7.5,94,FALSE,FALSE,TRUE,"Tina Mascara,Guido Santi",Documentary,English,90
695,696,Chris Rock: Tamborine,2018,18+,6.5,100,TRUE,FALSE,FALSE,Bo Burnham,Comedy,English,64
3723,3724,Christine,2016,18+,6.9,88,FALSE,TRUE,FALSE,John Carpenter,Horror,English,110
6555,6556,Christmas in the Clouds,2001,7+,6.4,69,FALSE,FALSE,TRUE,Kate Montgomery,Comedy,English,96
16562,16563,Cinderella II: Dreams Come True,2002,all,5,11,FALSE,FALSE,FALSE,John Kafka,Animation,English,73
16399,16400,Cinderella III: A Twist in Time,2007,all,5.9,75,FALSE,FALSE,FALSE,Frank Nissen,Animation,English,74
6582,6583,Circle of Iron,1978,18+,5.9,43,FALSE,FALSE,TRUE,Richard Moore,Action,English,102
1078,1079,Cirque du Freak: The Vampire's Assistant,2009,13+,5.8,38,TRUE,FALSE,FALSE,Paul Weitz,Action,"English,Spanish,French",109
4826,4827,City of Ghosts,2017,18+,7.4,98,FALSE,FALSE,TRUE,Matt Dillon,Crime,"English,French,Khmer,Russian",116
6947,6948,Class of Nuke 'Em High,1986,18+,5.7,20,FALSE,FALSE,TRUE,"Richard W. Haines,Lloyd Kaufman",Comedy,"English,German",85
5380,5381,Clear History,2013,18+,6.5,61,FALSE,FALSE,TRUE,Greg Mottola,Comedy,English,101
387,388,Click,2006,13+,6.4,33,TRUE,FALSE,FALSE,Frank Coraci,Comedy,"English,Portuguese,Japanese",107
7374,7375,Clifford's Really Big Movie,2004,all,5.3,53,FALSE,FALSE,TRUE,"Robert C. Ramirez,Steve Trenbirth",Animation,English,74
988,989,Clive Davis: The Soundtrack of Our Lives,2017,13+,7.4,80,TRUE,FALSE,FALSE,Chris Perkel,Documentary,English,123
119,120,Cloverfield,2008,13+,7,77,TRUE,FALSE,FALSE,Matt Reeves,Action,"English,Russian",85
12433,12434,Clowntergeist,2017,18+,2.9,17,FALSE,FALSE,TRUE,Aaron Mirtes,Crime,English,80
11461,11462,Club Life,2015,18+,4.8,20,FALSE,FALSE,TRUE,Fabrizio Conte,Drama,English,87
4528,4529,Clue,1985,7+,7.3,62,FALSE,FALSE,TRUE,Jonathan Lynn,Comedy,"English,French",94
4194,4195,Coastlines,2002,18+,5.8,48,FALSE,TRUE,FALSE,Victor Nunez,Crime,English,110
4997,4998,Cockfighter,1974,18+,7.1,100,FALSE,FALSE,TRUE,Monte Hellman,Drama,English,83
16221,16222,Coco,2017,7+,8.4,97,FALSE,FALSE,FALSE,"Lee Unkrich,Adrian Molina",Animation,"English,Spanish",105
6844,6845,CodeGirl,2015,all,6.3,60,FALSE,FALSE,TRUE,Lesley Chilcott,Documentary,"English,Portuguese,Spanish,French",107
4924,4925,Coffy,1973,18+,6.8,79,FALSE,FALSE,TRUE,Jack Hill,Action,English,90
16586,16587,College Road Trip,2008,all,4.3,12,FALSE,FALSE,FALSE,Roger Kumble,Adventure,English,83
6446,6447,Combat Shock,1986,18+,6.4,40,FALSE,FALSE,TRUE,Buddy Giovinazzo,Drama,English,91
1204,1205,Come Sunday,2018,16+,5.9,63,TRUE,FALSE,FALSE,Joshua Marston,Drama,English,106
709,710,Comedian,2002,18+,6.9,76,TRUE,FALSE,FALSE,Christian Charles,Documentary,English,82
5250,5251,Comic-Con Episode IV: A Fan's Hope,2011,13+,7,82,FALSE,FALSE,TRUE,Morgan Spurlock,Documentary,English,88
6029,6030,Coming Through the Rye,2016,13+,6.3,70,FALSE,FALSE,TRUE,James Steven Sadwith,Drama,English,97
5325,5326,Contract Killer,1998,18+,6.2,80,FALSE,FALSE,TRUE,James Gray,Crime,English,98
5131,5132,Convoy,1978,7+,6.4,43,FALSE,FALSE,TRUE,Sam Peckinpah,Action,English,110
8408,8409,Cook-Off!,2007,18+,4.1,14,FALSE,FALSE,TRUE,"Cathryn Michon,Guy Shalem",Comedy,English,98
596,597,Cookie's Fortune,1999,13+,6.8,86,TRUE,FALSE,FALSE,Robert Altman,Comedy,English,118
16291,16292,Cool Runnings,1993,7+,7,76,FALSE,FALSE,FALSE,Jon Turteltaub,Adventure,"English,German,Russian",98
556,557,Cop Car,2015,18+,6.3,80,TRUE,FALSE,FALSE,Jon Watts,Crime,English,88
1123,1124,Cop Out,2010,18+,5.6,18,TRUE,FALSE,FALSE,Kevin Smith,Action,"English,Spanish",107
8728,8729,Copperhead,2013,7+,5.5,21,FALSE,FALSE,TRUE,Ron Maxwell,Drama,English,120
1206,1207,Country Strong,2010,13+,6.3,22,TRUE,FALSE,FALSE,Shana Feste,Drama,English,117
6932,6933,Crazy As Hell,2002,18+,5.9,53,FALSE,FALSE,TRUE,Eriq La Salle,Drama,English,113
6717,6718,Crazy Mama,1975,7+,5.5,88,FALSE,FALSE,TRUE,Jonathan Demme,Action,English,83
3610,3611,Creed II,2018,13+,7.1,84,FALSE,TRUE,TRUE,Steven Caple Jr.,Drama,"English,Russian,Sign Languages",130
339,340,Creep,2014,18+,6.3,89,TRUE,FALSE,FALSE,Patrick Brice,Horror,English,77
5820,5821,Creepshow 2,1987,18+,6.1,32,FALSE,FALSE,TRUE,Michael Gornick,Fantasy,English,92
5412,5413,Crimes of the Heart,1986,13+,6.4,81,FALSE,FALSE,TRUE,Bruce Beresford,Comedy,English,105
283,284,Crip Camp: A Disability Revolution,2020,18+,7.8,100,TRUE,FALSE,FALSE,"James Lebrecht,Nicole Newnham",Documentary,English,106
5367,5368,Crown Heights,2017,18+,6.5,77,FALSE,FALSE,TRUE,Matt Ruskin,Biography,English,94
4059,4060,Cruise,2018,18+,5.3,38,FALSE,TRUE,FALSE,Robert Siegel,Drama,English,90
768,769,Cult of Chucky,2017,18+,5.2,78,TRUE,FALSE,FALSE,Don Mancini,Comedy,English,91
1394,1395,Cut Bank,2014,18+,6,37,TRUE,FALSE,FALSE,Matt Shakman,Crime,English,93
507,508,Cutie and the Boxer,2013,18+,7.2,95,TRUE,FALSE,FALSE,Zachary Heinzerling,Documentary,"English,Japanese",82
5083,5084,Cutter's Way,1981,18+,6.9,91,FALSE,FALSE,TRUE,Ivan Passer,Crime,English,109
4876,4877,D.O.A.,1950,all,7.3,88,FALSE,FALSE,TRUE,Rudolph Maté,Drama,English,83
22,23,Dallas Buyers Club,2013,18+,8,93,TRUE,FALSE,FALSE,Jean-Marc Vallée,Biography,"English,Japanese",117
3988,3989,Damsel,2018,18+,5.5,67,FALSE,TRUE,FALSE,"David Zellner,Nathan Zellner",Adventure,English,113
10567,10568,Dana Carvey: Squatting Monkeys Tell No Lies,2008,18+,7.2,20,FALSE,FALSE,TRUE,John Moffitt,Comedy,English,56
2371,2372,Dance Flick,2009,13+,3.5,18,TRUE,FALSE,TRUE,Damien Dante Wayans,Action,English,83
9912,9913,Dangerously Close,1986,18+,5.5,10,FALSE,FALSE,TRUE,Albert Pyun,Action,English,95
7726,7727,Danika,2006,18+,5.6,29,FALSE,FALSE,TRUE,Ariel Vromen,Drama,English,79
4763,4764,Danny Collins,2015,18+,7,77,FALSE,FALSE,TRUE,Dan Fogelman,Biography,English,106
16345,16346,Darby O'Gill and the Little People,1959,all,7.2,100,FALSE,FALSE,FALSE,Robert Stevenson,Adventure,"English,Irish",93
6180,6181,Dare,2009,18+,5.8,57,FALSE,FALSE,TRUE,Adam Salky,Drama,English,92
10736,10737,Dark House,2014,18+,4.8,9,FALSE,FALSE,TRUE,Victor Salva,Horror,English,102
4726,4727,Dark Water,2002,13+,6.7,80,FALSE,FALSE,TRUE,Walter Salles,Drama,English,105
275,276,Dave Chappelle: Sticks & Stones,2019,18+,8.5,35,TRUE,FALSE,FALSE,Stan Lathan,Comedy,English,65
3815,3816,David Crosby: Remember My Name,2019,18+,7.2,91,FALSE,TRUE,FALSE,A.J. Eaton,Documentary,"English,Italian",95
16371,16372,"Davy Crockett, King of the Wild Frontier",1955,all,7,100,FALSE,FALSE,FALSE,Norman Foster,Adventure,"English,Spanish",93
361,362,De Palma,2016,18+,7.4,94,TRUE,FALSE,FALSE,"Noah Baumbach,Jake Paltrow",Documentary,English,110
6230,6231,Dead Birds,2005,18+,5.6,50,FALSE,FALSE,TRUE,Alex Turner,Horror,English,91
6769,6770,Dead Heat,1988,18+,6.1,11,FALSE,FALSE,TRUE,Mark Goldblatt,Action,English,86
1065,1066,Dean,2016,13+,6.2,62,TRUE,FALSE,FALSE,Demetri Martin,Comedy,English,94
639,640,Dear John,2010,13+,6.3,29,TRUE,FALSE,FALSE,Lasse Hallström,Drama,English,108
6182,6183,Dear Lemon Lima,2009,13+,6.5,75,FALSE,FALSE,TRUE,Suzi Yoonessi,Comedy,English,87
4692,4693,Death of a Salesman,1985,7+,7.3,100,FALSE,FALSE,TRUE,Volker Schlöndorff,Drama,English,136
515,516,Deep Impact,1998,13+,6.2,45,TRUE,FALSE,FALSE,Mimi Leder,Action,English,120
5859,5860,Deepsea Challenge,2014,7+,6.8,67,FALSE,FALSE,TRUE,"John Bruno,Ray Quint,Andrew Wight",Documentary,English,91
951,952,Deidra & Laney Rob a Train,2017,16+,6.1,91,TRUE,FALSE,FALSE,Sydney Freeland,Comedy,English,92
6216,6217,Delirious,1991,7+,5.9,44,FALSE,FALSE,TRUE,Tom Mankiewicz,Comedy,English,96
3671,3672,Demolition Man,1993,18+,6.7,59,FALSE,TRUE,FALSE,Marco Brambilla,Action,English,115
5947,5948,Demon House,2018,16+,5.2,45,FALSE,FALSE,TRUE,Zak Bagans,Documentary,English,111
1400,1401,Demonic,2015,18+,5.3,33,TRUE,FALSE,FALSE,Will Canon,Horror,English,83
319,320,Den of Thieves,2018,18+,7,41,TRUE,FALSE,FALSE,Christian Gudegast,Action,"English,Polynesian,Spanish",140
16326,16327,Descendants,2015,all,6.4,90,FALSE,FALSE,FALSE,Kenny Ortega,Comedy,English,112
16364,16365,Descendants 2,2017,all,6.5,67,FALSE,FALSE,FALSE,Kenny Ortega,Action,English,111
16438,16439,Descendants 3,2019,all,6.7,78,FALSE,FALSE,FALSE,Kenny Ortega,Adventure,English,106
6267,6268,Desert Bloom,1986,7+,6.7,64,FALSE,FALSE,TRUE,Eugene Corr,Drama,English,105
6781,6782,Desert Blue,1999,18+,6.2,37,FALSE,FALSE,TRUE,Morgan J. Freeman,Drama,English,90
7055,7056,Desert Saints,2002,18+,6,29,FALSE,FALSE,TRUE,Richard Greenberg,Action,"English,Latin",88
5248,5249,Destination Wedding,2018,18+,6,53,FALSE,FALSE,TRUE,Victor Levin,Comedy,"English,Spanish",87
9398,9399,Destiny Turns on the Radio,1995,18+,4.5,17,FALSE,FALSE,TRUE,Jack Baran,Crime,English,102
3796,3797,Destroyer,2018,18+,6.2,74,FALSE,TRUE,FALSE,Karyn Kusama,Action,English,121
3635,3636,Detroit,2017,18+,7.3,83,FALSE,TRUE,FALSE,Kathryn Bigelow,Crime,English,143
3828,3829,Diana Vreeland: The Eye Has to Travel,2012,13+,7.5,94,FALSE,TRUE,FALSE,"Lisa Immordino Vreeland,Bent-Jorgen Perlmutt,Frédéric Tcheng",Documentary,"English,French,Italian",86
4922,4923,Dick Tracy,1990,7+,6.1,62,FALSE,FALSE,TRUE,Warren Beatty,Action,English,105
3980,3981,Digging for Fire,2015,18+,5.8,66,FALSE,TRUE,TRUE,Joe Swanberg,Comedy,"English,Spanish",85
6095,6096,Digging to China,1997,7+,6.8,43,FALSE,FALSE,TRUE,Timothy Hutton,Drama,English,98
788,789,Dinner for Schmucks,2010,13+,5.9,41,TRUE,FALSE,FALSE,Jay Roach,Comedy,English,114
16366,16367,Dinosaur,2000,7+,6.5,64,FALSE,FALSE,FALSE,"Eric Leighton,Ralph Zondag",Animation,English,82
9962,9963,Dinotasia,2012,7+,5.6,25,FALSE,FALSE,TRUE,"David Krentz,Erik Nelson,David E. Duncan",Documentary,English,83
7198,7199,Dirty,2005,18+,5.6,21,FALSE,FALSE,TRUE,Chris Fisher,Crime,"English,Spanish",97
8608,8609,Disappearances,2007,13+,4.9,50,FALSE,FALSE,TRUE,Jay Craven,Action,"English,French",118
5563,5564,Diverge,2016,16+,4.5,100,FALSE,FALSE,TRUE,James Morrison,Drama,English,85
5547,5548,Django,2017,13+,6.3,61,FALSE,FALSE,TRUE,Quentin Tarantino,Drama,"English,German,French,Italian",165
7,8,Django Unchained,2012,18+,8.4,87,TRUE,FALSE,FALSE,Quentin Tarantino,Drama,"English,German,French,Italian",165
16425,16426,Doctor Dolittle,1998,13+,5.4,42,FALSE,FALSE,FALSE,Betty Thomas,Comedy,English,85
16238,16239,Doctor Strange,2016,13+,7.5,89,FALSE,FALSE,FALSE,Scott Derrickson,Action,English,115
3862,3863,Dog Days,2018,7+,6.2,63,FALSE,TRUE,FALSE,Ken Marino,Comedy,English,113
5594,5595,Dolemite,1975,18+,5.8,64,FALSE,FALSE,TRUE,Craig Brewer,Biography,English,118
90,91,Dolemite Is My Name,2019,18+,7.3,97,TRUE,FALSE,FALSE,Craig Brewer,Biography,English,118
607,608,Dolphin Tale 2,2014,7+,6.4,65,TRUE,FALSE,FALSE,Charles Martin Smith,Drama,English,107
1909,1910,Don Verdean,2015,13+,5.4,29,TRUE,FALSE,FALSE,Jared Hess,Adventure,English,90
7008,7009,Don't Worry Baby,2016,18+,5.3,57,FALSE,FALSE,TRUE,Julian Branciforte,Comedy,English,88
1688,1689,Doom: Annihilation,2019,18+,3.6,50,TRUE,FALSE,FALSE,Tony Giglio,Action,"English,French",96
7246,7247,Dorfman in Love,2013,13+,6,21,FALSE,FALSE,TRUE,Brad Leong,Comedy,English,92
5812,5813,Double Impact,1991,18+,5.6,35,FALSE,FALSE,TRUE,Sheldon Lettich,Action,English,110
16643,16644,Doug's 1st Movie,1999,all,5,26,FALSE,FALSE,FALSE,Maurice Joyce,Animation,English,77
7369,7370,Down the Shore,2011,18+,5.9,45,FALSE,FALSE,TRUE,Harold Guskin,Drama,English,93
16499,16500,Dr. Dolittle 2,2001,7+,4.7,42,FALSE,FALSE,FALSE,Steve Carr,Comedy,English,87
4711,4712,Draft Day,2014,13+,6.8,59,FALSE,FALSE,TRUE,Ivan Reitman,Drama,English,110
499,500,DragonHeart,1996,13+,6.5,50,TRUE,FALSE,FALSE,Rob Cohen,Action,English,103
1597,1598,DragonHeart: A New Beginning,2000,7+,4.5,40,TRUE,FALSE,FALSE,Doug Lefler,Action,English,84
1111,1112,Drillbit Taylor,2008,13+,5.7,26,TRUE,FALSE,FALSE,Steven Brill,Action,English,110
3752,3753,Drinking Buddies,2013,18+,6.1,83,FALSE,TRUE,FALSE,Joe Swanberg,Comedy,English,90
31,32,Drive,2011,18+,7.8,92,TRUE,FALSE,TRUE,Nicolas Winding Refn,Crime,"English,Spanish",100
6955,6956,Drunks,1997,18+,6.4,57,FALSE,FALSE,TRUE,Peter Cohn,Drama,English,90
3849,3850,Dumb: The Story of Big Brother Magazine,2017,18+,7.2,100,FALSE,TRUE,FALSE,Patrick O'Dell,Documentary,English,79
